Name,Fantasy,NameASCII,PlayerId,MLBAMID
Tarik Skubal,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35204"">Naylor? I </a>",Tarik Skubal,22267,669373
Seth Lugo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23701"">H-Town Ram</a>",Seth Lugo,12447,607625
Cristopher Sánchez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20975"">NTX Gambit</a>",Cristopher Sanchez,20778,650911
Nolan McLean,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44336"">Hit the Kw</a>",Nolan McLean,33703,690997
Dylan Cease,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21052"">Continenta</a>",Dylan Cease,18525,656302
Parker Messick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42765"">Smoking He</a>",Parker Messick,31986,800048
Max Fried,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18164"">Naylor? I </a>",Max Fried,13743,608331
Taj Bradley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35367"">The Sandma</a>",Taj Bradley,22543,671737
Kevin Gausman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18196"">Hit the Kw</a>",Kevin Gausman,14107,592332
Yoshinobu Yamamoto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44525"">The Sandma</a>",Yoshinobu Yamamoto,33825,808967
Randy Vásquez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35440"">Even Baked</a>",Randy Vasquez,24719,681190
Landen Roupp,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40820"">Apple Cinn</a>",Landen Roupp,30076,694738
Joe Ryan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35196"">Continenta</a>",Joe Ryan,21390,657746
Logan Gilbert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33682"">Logan &amp</a>",Logan Gilbert,22250,669302
Shota Imanaga,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44526"">NTX Gambit</a>",Shota Imanaga,33829,684007
Bryce Elder,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38412"">H-Town Ram</a>",Bryce Elder,27779,693821
Framber Valdez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22426"">The Big Lu</a>",Framber Valdez,17295,664285
Reid Detmers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38328"">NTX Gambit</a>",Reid Detmers,27468,672282
Mason Miller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40862"">Apple Cinn</a>",Mason Miller,31757,695243
Logan Webb,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21015"">Logan &amp</a>",Logan Webb,17995,657277
Braxton Ashcraft,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35776"">Mirkwood S</a>",Braxton Ashcraft,23793,677952
Rhett Lowder,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43895"">Hit the Kw</a>",Rhett Lowder,33876,695076
George Kirby,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36671"">Continenta</a>",George Kirby,25436,669923
Mitch Keller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20936"">H-Town Ram</a>",Mitch Keller,17594,656605
Carmen Mlodzinski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38403"">Mirkwood S</a>",Carmen Mlodzinski,27572,669387
Tyler Glasnow,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18236"">Hit the Kw</a>",Tyler Glasnow,14374,607192
Keider Montero,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=25866"">Free Agent</a>",Keider Montero,22630,672456
Ryan Weathers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33670"">Smoking He</a>",Ryan Weathers,23796,677960
Jesús Luzardo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23741"">H-Town Ram</a>",Jesus Luzardo,19959,666200
Riley O'Brien,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26531"">Mirkwood S</a>",Riley O'Brien,20348,676617
Sandy Alcantara,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20732"">The Sandma</a>",Sandy Alcantara,18684,645261
Michael Wacha,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18171"">The Sandma</a>",Michael Wacha,14078,608379
Will Warren,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40972"">Even Baked</a>",Will Warren,30182,701542
Trevor Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33607"">Hit the Kw</a>",Trevor Rogers,22286,669432
Shane Baz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23794"">Mirkwood S</a>",Shane Baz,22264,669358
Gavin Williams,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40941"">Naylor? I </a>",Gavin Williams,30122,668909
Justin Wrobleski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=41926"">Free Agent</a>",Justin Wrobleski,31204,680736
Bailey Ober,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32966"">Naylor? I </a>",Bailey Ober,21224,641927
Colin Rea,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18524"">Free Agent</a>",Colin Rea,12317,607067
Jeffrey Springs,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23144"">H-Town Ram</a>",Jeffrey Springs,17677,605488
Michael King,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31751"">Smoking He</a>",Michael King,19853,650633
Kris Bubic,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35566"">Even Baked</a>",Kris Bubic,21455,663460
Chase Dollander,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44512"">Even Baked</a>",Chase Dollander,33482,801403
Jacob Misiorowski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42711"">The Big Lu</a>",Jacob Misiorowski,31623,694819
Emerson Hancock,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38315"">The Sandma</a>",Emerson Hancock,27470,676106
Davis Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35675"">Free Agent</a>",Davis Martin,21448,663436
Kyle Bradish,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35874"">Hit the Kw</a>",Kyle Bradish,24586,680694
Max Meyer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38307"">Mirkwood S</a>",Max Meyer,27474,676974
Jack Kochanowicz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38430"">Smoking He</a>",Jack Kochanowicz,27688,686799
Chase Burns,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=45706"">Apple Cinn</a>",Chase Burns,35333,695505
Michael Soroka,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22668"">Continenta</a>",Michael Soroka,18383,647336
Edward Cabrera,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33325"">Continenta</a>",Edward Cabrera,21690,665795
Casey Mize,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33616"">Even Baked</a>",Casey Mize,20492,663554
Louis Varland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37202"">The Sandma</a>",Louis Varland,27691,686973
David Peterson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31541"">Logan &amp</a>",David Peterson,20302,656849
Nick Pivetta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19398"">Mirkwood S</a>",Nick Pivetta,15454,601713
Chris Sale,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14393"">Even Baked</a>",Chris Sale,10603,519242
Joey Cantillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27148"">Continenta</a>",Joey Cantillo,23335,676282
Mick Abel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38330"">Apple Cinn</a>",Mick Abel,27756,690953
Sean Burke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40568"">Logan &amp</a>",Sean Burke,29878,680732
Aaron Nola,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18357"">Even Baked</a>",Aaron Nola,16149,605400
Zac Gallen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23779"">Naylor? I </a>",Zac Gallen,19291,668678
Luis Castillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23732"">H-Town Ram</a>",Luis Castillo,15689,622491
Shohei Ohtani,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33600"">Hit the Kw</a>",Shohei Ohtani,19755,660271
Robbie Ray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14941"">Continenta</a>",Robbie Ray,11486,592662
Antonio Senzatela,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23757"">Free Agent</a>",Antonio Senzatela,15488,622608
Paul Skenes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43894"">H-Town Ram</a>",Paul Skenes,33677,694973
Andrew Painter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40829"">Apple Cinn</a>",Andrew Painter,30091,691725
Brandon Woodruff,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23693"">Mirkwood S</a>",Brandon Woodruff,16162,605540
Dustin May,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32611"">Naylor? I </a>",Dustin May,19716,669160
Grant Holmes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18375"">Free Agent</a>",Grant Holmes,16944,656550
Freddy Peralta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19168"">Logan &amp</a>",Freddy Peralta,18679,642547
Yusei Kikuchi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33656"">NTX Gambit</a>",Yusei Kikuchi,20633,579328
Graham Ashcraft,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37171"">Logan &amp</a>",Graham Ashcraft,27552,668933
Connelly Early,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44515"">The Sandma</a>",Connelly Early,33666,813349
Michael McGreevy,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40648"">Hit the Kw</a>",Michael McGreevy,29869,700241
Nathan Eovaldi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=9335"">Logan &amp</a>",Nathan Eovaldi,9132,543135
Ranger Suarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31194"">NTX Gambit</a>",Ranger Suarez,17277,624133
MacKenzie Gore,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23810"">Continenta</a>",MacKenzie Gore,22201,669022
Erik Sabrowski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38780"">Continenta</a>",Erik Sabrowski,24978,681870
Janson Junk,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26807"">Free Agent</a>",Janson Junk,23301,676083
Andrew Abbott,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40607"">The Big Lu</a>",Andrew Abbott,29911,671096
Clay Holmes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23790"">Even Baked</a>",Clay Holmes,13649,605280
Adrian Morejon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23672"">Mirkwood S</a>",Adrian Morejon,20039,670970
Eduardo Rodriguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=13335"">Hit the Kw</a>",Eduardo Rodriguez,13164,593958
Jimmy Herget,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23830"">The Sandma</a>",Jimmy Herget,17556,623474
Eury Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38559"">NTX Gambit</a>",Eury Perez,27768,691587
Cade Smith,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38754"">Apple Cinn</a>",Cade Smith,27867,671922
Jacob deGrom,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14294"">NTX Gambit</a>",Jacob deGrom,10954,594798
Tony Santillan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22679"">H-Town Ram</a>",Tony Santillan,19926,663574
Walker Buehler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18504"">Free Agent</a>",Walker Buehler,19374,621111
Isaac Mattson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31933"">Free Agent</a>",Isaac Mattson,20385,676755
Bradgley Rodriguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39557"">Even Baked</a>",Bradgley Rodriguez,29107,699134
Tanner Bibee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40978"">H-Town Ram</a>",Tanner Bibee,30134,676440
David Bednar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31951"">Naylor? I </a>",David Bednar,19569,670280
Cade Cavalli,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38334"">Apple Cinn</a>",Cade Cavalli,27473,676917
Tyler Phillips,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22968"">Free Agent</a>",Tyler Phillips,20629,663969
Aaron Ashby,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33672"">Free Agent</a>",Aaron Ashby,23550,676879
Mike Burrows,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35811"">Apple Cinn</a>",Mike Burrows,24728,681347
Robert Suarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22078"">Continenta</a>",Robert Suarez,30115,663158
Kumar Rocker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42110"">H-Town Ram</a>",Kumar Rocker,31843,677958
Tyler Alexander,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19575"">Free Agent</a>",Tyler Alexander,17735,641302
Aaron Civale,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31750"">Free Agent</a>",Aaron Civale,19479,650644
Raisel Iglesias,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18422"">Logan &amp</a>",Raisel Iglesias,17130,628452
Ryan Helsley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22651"">Hit the Kw</a>",Ryan Helsley,18138,664854
Sonny Gray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18113"">NTX Gambit</a>",Sonny Gray,12768,543243
Chris Paddack,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22766"">Free Agent</a>",Chris Paddack,20099,663978
Ben Brown,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27074"">NTX Gambit</a>",Ben Brown,23590,676962
Sam Bachman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40438"">Free Agent</a>",Sam Bachman,29754,696147
Martín Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=8147"">Free Agent</a>",Martin Perez,6902,527048
Lance McCullers Jr.,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18228"">Naylor? I </a>",Lance McCullers Jr.,14120,621121
Grant Anderson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34646"">Free Agent</a>",Grant Anderson,20546,681982
Foster Griffin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20917"">Free Agent</a>",Foster Griffin,16432,656492
Rico Garcia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33049"">Free Agent</a>",Rico Garcia,20023,670329
Grant Wolfram,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35677"">Free Agent</a>",Grant Wolfram,21623,664991
Keaton Winn,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34874"">Free Agent</a>",Keaton Winn,23499,676775
Brady Singer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33620"">Naylor? I </a>",Brady Singer,25377,663903
Jack Flaherty,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20920"">Mirkwood S</a>",Jack Flaherty,17479,656427
Sean Newcomb,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18459"">Free Agent</a>",Sean Newcomb,16943,656794
Brent Headrick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38093"">Free Agent</a>",Brent Headrick,27702,687396
José Suarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22236"">Free Agent</a>",Jose Suarez,19911,660761
Shane McClanahan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33647"">Mirkwood S</a>",Shane McClanahan,21483,663556
Abner Uribe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35602"">Apple Cinn</a>",Abner Uribe,25327,682842
Justin Sterner,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38613"">Smoking He</a>",Justin Sterner,27694,686993
Jack Leiter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40155"">NTX Gambit</a>",Jack Leiter,30146,683004
Grant Taylor,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44544"">NTX Gambit</a>",Grant Taylor,33927,691799
Gregory Soto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19136"">Hit the Kw</a>",Gregory Soto,19677,642397
Braydon Fisher,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35436"">Free Agent</a>",Braydon Fisher,24609,680755
Chad Patrick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40861"">Hit the Kw</a>",Chad Patrick,30113,694477
Adrian Houser,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=28712"">Free Agent</a>",Adrian Houser,12718,605288
Nick Martinez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18449"">Free Agent</a>",Nick Martinez,12730,607259
Dylan Lee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32719"">Free Agent</a>",Dylan Lee,19996,669276
Brandon Pfaadt,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38699"">Hit the Kw</a>",Brandon Pfaadt,27782,694297
Joe Boyle,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38397"">Free Agent</a>",Joe Boyle,29608,671212
Jakob Junis,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23787"">Continenta</a>",Jakob Junis,13619,596001
Jacob Latz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31505"">NTX Gambit</a>",Jacob Latz,21306,656641
Jake Irvin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35618"">Mirkwood S</a>",Jake Irvin,21504,663623
Garrett Crochet,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38312"">NTX Gambit</a>",Garrett Crochet,27463,676979
Drew Rasmussen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35922"">Continenta</a>",Drew Rasmussen,25385,656876
Tyler Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19904"">Logan &amp</a>",Tyler Rogers,15541,643511
Jonathan Loáisiga,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19197"">Free Agent</a>",Jonathan Loaisiga,19753,642528
Juan Morillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32492"">Free Agent</a>",Juan Morillo,21924,666661
Alex Vesia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35532"">Free Agent</a>",Alex Vesia,25007,681911
Brock Burke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20985"">Free Agent</a>",Brock Burke,17968,656271
Jesse Scholtens,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32694"">Free Agent</a>",Jesse Scholtens,19205,669947
Trevor Megill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20989"">H-Town Ram</a>",Trevor Megill,17722,656730
Steven Matz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=13962"">Mirkwood S</a>",Steven Matz,13361,571927
Kai-Wei Teng,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35018"">Free Agent</a>",Kai-Wei Teng,24282,678906
Taylor Clarke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22692"">Free Agent</a>",Taylor Clarke,17611,664199
JoJo Romero,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23818"">Naylor? I </a>",JoJo Romero,19574,668941
Tyler Wells,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32804"">Free Agent</a>",Tyler Wells,20000,669330
Jhoan Duran,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22559"">NTX Gambit</a>",Jhoan Duran,21029,661395
Matthew Liberatore,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33611"">The Sandma</a>",Matthew Liberatore,22294,669461
Paul Sewald,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23838"">Free Agent</a>",Paul Sewald,13892,623149
Lake Bachar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32612"">Free Agent</a>",Lake Bachar,19222,669199
Mason Montgomery,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40472"">Apple Cinn</a>",Mason Montgomery,29770,682254
Kevin Ginkel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31509"">Free Agent</a>",Kevin Ginkel,19876,656464
Ian Seymour,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38409"">The Big Lu</a>",Ian Seymour,27932,693855
Hogan Harris,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36808"">Free Agent</a>",Hogan Harris,21520,663687
Kyle Hart,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32852"">Free Agent</a>",Kyle Hart,19646,606996
Huascar Brazobán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30367"">Free Agent</a>",Huascar Brazoban,6107,623211
Dennis Santana,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18985"">Even Baked</a>",Dennis Santana,17878,642701
Yohan Ramírez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33419"">Free Agent</a>",Yohan Ramirez,19444,670990
Tobias Myers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23850"">NTX Gambit</a>",Tobias Myers,22191,668964
Bubba Chandler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40564"">The Big Lu</a>",Bubba Chandler,29868,696149
Tim Hill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21514"">Free Agent</a>",Tim Hill,16814,657612
Jeff Hoffman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18364"">Hit the Kw</a>",Jeff Hoffman,17432,656546
Hunter Brown,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37201"">Apple Cinn</a>",Hunter Brown,25880,686613
Kyle Harrison,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38410"">Apple Cinn</a>",Kyle Harrison,27758,690986
Zach Agnos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42643"">Free Agent</a>",Zach Agnos,31552,688642
Kyle Freeland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18363"">Free Agent</a>",Kyle Freeland,16256,607536
Erick Fedde,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18534"">Free Agent</a>",Erick Fedde,17425,607200
Pete Fairbanks,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20435"">Continenta</a>",Pete Fairbanks,17998,664126
Joel Kuhnel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32736"">Free Agent</a>",Joel Kuhnel,19995,669270
Daniel Lynch IV,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33669"">Free Agent</a>",Daniel Lynch IV,21537,663738
Jalen Beeks,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20427"">Free Agent</a>",Jalen Beeks,17192,656222
Tanner Scott,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21075"">H-Town Ram</a>",Tanner Scott,17586,656945
Tyler Kinley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19470"">Free Agent</a>",Tyler Kinley,18297,641755
Ryan Walker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35205"">NTX Gambit</a>",Ryan Walker,20423,676254
Bryan King,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37210"">Free Agent</a>",Bryan King,25890,687911
Erik Miller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37700"">Free Agent</a>",Erik Miller,26252,669062
J.T. Ginn,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38339"">Free Agent</a>",J.T. Ginn,27889,669372
Pierce Johnson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18330"">Free Agent</a>",Pierce Johnson,13435,572955
Lucas Erceg,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23656"">Hit the Kw</a>",Lucas Erceg,19360,668674
Jack Dreyer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=41400"">Free Agent</a>",Jack Dreyer,30249,676263
Brad Lord,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42798"">Free Agent</a>",Brad Lord,31972,695418
Brent Suter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23829"">Free Agent</a>",Brent Suter,13942,608718
Brennan Bernardino,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21379"">Free Agent</a>",Brennan Bernardino,16835,657514
Cole Sands,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35878"">Free Agent</a>",Cole Sands,21461,663485
Ryne Nelson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37826"">Naylor? I </a>",Ryne Nelson,26253,669194
Eduard Bazardo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22527"">Free Agent</a>",Eduard Bazardo,20997,660825
Anthony Nunez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36940"">Free Agent</a>",Anthony Nunez,25796,689296
Jose A. Ferrer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34396"">Free Agent</a>",Jose A. Ferrer,24017,678606
Gus Varland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33668"">Free Agent</a>",Gus Varland,24737,681402
Will Klein,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38386"">Free Agent</a>",Will Klein,27787,694361
Aroldis Chapman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=5644"">Logan &amp</a>",Aroldis Chapman,10233,547973
Will Vest,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26446"">Even Baked</a>",Will Vest,19769,676684
Emmet Sheehan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40552"">The Big Lu</a>",Emmet Sheehan,29839,686218
Jack Perkins,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42308"">Free Agent</a>",Jack Perkins,31468,678022
Michael Lorenzen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18354"">Free Agent</a>",Michael Lorenzen,14843,547179
Andre Pallante,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37599"">Free Agent</a>",Andre Pallante,26108,669467
Emilio Pagán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19394"">Even Baked</a>",Emilio Pagan,14771,641941
Jovani Morán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22759"">Free Agent</a>",Jovani Moran,20422,663558
Yennier Cano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37946"">Free Agent</a>",Yennier Cano,25911,666974
Reynaldo López,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18415"">Free Agent</a>",Reynaldo Lopez,16400,625643
Eric Orze,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38545"">Free Agent</a>",Eric Orze,27626,679358
